CMDLINE python aliengo_stepping_stones.py
MEM 1.597656 1608255911.3136
MEM 9.507812 1608255911.3330
MEM 18.109375 1608255911.3501
MEM 20.527344 1608255911.3672
MEM 24.714844 1608255911.3843
MEM 29.390625 1608255911.4015
MEM 60.593750 1608255911.4173
MEM 116.164062 1608255911.4329
MEM 135.503906 1608255911.4513
MEM 142.890625 1608255911.4704
MEM 153.628906 1608255911.4896
MEM 153.628906 1608255911.5086
MEM 154.933594 1608255911.5272
MEM 156.738281 1608255911.5450
MEM 157.769531 1608255911.5627
MEM 159.058594 1608255911.5793
MEM 161.894531 1608255911.5976
MEM 162.152344 1608255911.6160
MEM 163.699219 1608255911.6341
MEM 164.988281 1608255911.6507
MEM 167.050781 1608255911.6690
MEM 167.824219 1608255911.6873
MEM 169.113281 1608255911.7051
MEM 171.949219 1608255911.7232
MEM 172.207031 1608255911.7410
MEM 172.996094 1608255911.7594
MEM 172.996094 1608255911.7771
MEM 172.996094 1608255911.7941
MEM 172.996094 1608255911.8127
MEM 172.996094 1608255911.8309
MEM 172.996094 1608255911.8495
MEM 172.996094 1608255911.8674
MEM 172.996094 1608255911.8859
MEM 172.996094 1608255911.9043
MEM 172.996094 1608255911.9226
MEM 172.996094 1608255911.9403
MEM 172.996094 1608255911.9587
MEM 173.511719 1608255911.9765
MEM 173.511719 1608255911.9947
MEM 173.511719 1608255912.0125
MEM 173.511719 1608255912.0307
MEM 174.542969 1608255912.0490
MEM 182.835938 1608255912.0680
MEM 182.835938 1608255912.0865
MEM 182.835938 1608255912.1050
MEM 182.835938 1608255912.1235
MEM 182.835938 1608255912.1415
MEM 182.835938 1608255912.1596
MEM 182.835938 1608255912.1777
MEM 182.835938 1608255912.1960
MEM 182.835938 1608255912.2144
MEM 182.835938 1608255912.2327
MEM 182.835938 1608255912.2495
MEM 182.835938 1608255912.2679
MEM 182.835938 1608255912.2859
MEM 182.835938 1608255912.3039
MEM 182.835938 1608255912.3184
MEM 182.835938 1608255912.3368
MEM 182.835938 1608255912.3552
MEM 182.835938 1608255912.3748
MEM 182.835938 1608255912.3943
MEM 182.835938 1608255912.4141
MEM 182.835938 1608255912.4337
MEM 182.835938 1608255912.4521
MEM 182.835938 1608255912.4703
MEM 182.835938 1608255912.4886
MEM 182.835938 1608255912.5070
MEM 182.835938 1608255912.5249
MEM 182.835938 1608255912.5433
MEM 182.835938 1608255912.5613
MEM 182.835938 1608255912.5791
MEM 182.835938 1608255912.5936
MEM 182.835938 1608255912.6120
MEM 182.835938 1608255912.6304
MEM 182.835938 1608255912.6471
MEM 185.414062 1608255912.6656
MEM 185.414062 1608255912.6845
MEM 185.414062 1608255912.7030
MEM 185.414062 1608255912.7214
MEM 185.414062 1608255912.7398
MEM 185.414062 1608255912.7579
MEM 185.414062 1608255912.7777
MEM 185.414062 1608255912.7962
MEM 185.414062 1608255912.8146
MEM 185.414062 1608255912.8322
MEM 185.414062 1608255912.8506
MEM 185.414062 1608255912.8685
MEM 185.414062 1608255912.8863
MEM 185.414062 1608255912.9030
MEM 185.414062 1608255912.9215
MEM 185.414062 1608255912.9400
MEM 185.414062 1608255912.9585
MEM 185.414062 1608255912.9778
MEM 185.414062 1608255912.9981
MEM 185.414062 1608255913.0177
MEM 185.414062 1608255913.0369
MEM 185.414062 1608255913.0562
MEM 185.414062 1608255913.0753
MEM 185.414062 1608255913.0947
MEM 185.414062 1608255913.1140
MEM 185.414062 1608255913.1334
MEM 185.414062 1608255913.1525
MEM 185.414062 1608255913.1714
MEM 185.414062 1608255913.1907
MEM 185.414062 1608255913.2103
MEM 185.414062 1608255913.2304
MEM 185.414062 1608255913.2479
MEM 185.414062 1608255913.2653
MEM 189.281250 1608255913.2857
MEM 189.281250 1608255913.3038
MEM 189.281250 1608255913.3256
MEM 189.281250 1608255913.3458
MEM 189.281250 1608255913.3662
MEM 189.281250 1608255913.3850
MEM 189.281250 1608255913.4043
MEM 189.281250 1608255913.4235
MEM 189.281250 1608255913.4431
MEM 189.281250 1608255913.4632
MEM 189.281250 1608255913.4824
MEM 189.281250 1608255913.5029
MEM 189.281250 1608255913.5226
MEM 189.281250 1608255913.5428
MEM 189.281250 1608255913.5619
MEM 181.671875 1608255913.5830
MEM 192.500000 1608255913.6024
MEM 192.500000 1608255913.6229
MEM 192.500000 1608255913.6425
MEM 192.500000 1608255913.6623
MEM 192.500000 1608255913.6816
MEM 192.500000 1608255913.7010
MEM 192.500000 1608255913.7215
MEM 192.500000 1608255913.7417
MEM 192.500000 1608255913.7600
MEM 192.500000 1608255913.7779
MEM 192.500000 1608255913.7954
MEM 192.500000 1608255913.8145
MEM 192.500000 1608255913.8336
MEM 192.500000 1608255913.8527
MEM 192.500000 1608255913.8720
MEM 184.671875 1608255913.8910
MEM 195.500000 1608255913.9110
MEM 195.500000 1608255913.9308
MEM 195.500000 1608255913.9501
MEM 195.500000 1608255913.9693
MEM 195.500000 1608255913.9893
MEM 195.500000 1608255914.0084
MEM 195.500000 1608255914.0271
MEM 195.500000 1608255914.0459
MEM 195.500000 1608255914.0648
MEM 195.500000 1608255914.0837
MEM 195.500000 1608255914.1027
MEM 195.500000 1608255914.1219
MEM 195.500000 1608255914.1413
MEM 195.500000 1608255914.1609
MEM 195.500000 1608255914.1803
MEM 195.500000 1608255914.1992
MEM 195.500000 1608255914.2187
MEM 195.500000 1608255914.2386
MEM 195.500000 1608255914.2569
MEM 195.500000 1608255914.2743
MEM 195.500000 1608255914.2924
MEM 195.500000 1608255914.3113
MEM 195.500000 1608255914.3297
MEM 195.500000 1608255914.3482
MEM 195.500000 1608255914.3666
MEM 195.500000 1608255914.3846
MEM 195.500000 1608255914.4025
MEM 195.500000 1608255914.4192
MEM 195.500000 1608255914.4375
MEM 195.500000 1608255914.4559
MEM 195.500000 1608255914.4744
MEM 195.500000 1608255914.4924
MEM 184.839844 1608255914.5108
MEM 195.667969 1608255914.5294
MEM 195.667969 1608255914.5490
MEM 195.667969 1608255914.5687
MEM 195.667969 1608255914.5880
MEM 195.667969 1608255914.6065
MEM 195.667969 1608255914.6251
MEM 195.667969 1608255914.6439
