CMDLINE python aliengo_stepping_stones.py
MEM 1.566406 1608257097.8935
MEM 9.257812 1608257097.9124
MEM 17.531250 1608257097.9293
MEM 19.539062 1608257097.9465
MEM 22.980469 1608257097.9637
MEM 28.589844 1608257097.9808
MEM 52.484375 1608257097.9963
MEM 112.273438 1608257098.0119
MEM 135.382812 1608257098.0276
MEM 140.011719 1608257098.0433
MEM 146.570312 1608257098.0622
MEM 153.441406 1608257098.0806
MEM 153.710938 1608257098.0990
MEM 155.000000 1608257098.1165
MEM 156.546875 1608257098.1341
MEM 157.835938 1608257098.1505
MEM 158.867188 1608257098.1686
MEM 161.703125 1608257098.1867
MEM 161.960938 1608257098.2044
MEM 163.250000 1608257098.2229
MEM 164.796875 1608257098.2408
MEM 165.828125 1608257098.2586
MEM 167.375000 1608257098.2750
MEM 168.664062 1608257098.2931
MEM 169.953125 1608257098.3112
MEM 171.757812 1608257098.3291
MEM 161.867188 1608257098.3471
MEM 161.867188 1608257098.3650
MEM 161.867188 1608257098.3831
MEM 161.867188 1608257098.4010
MEM 161.867188 1608257098.4192
MEM 161.867188 1608257098.4371
MEM 161.867188 1608257098.4552
MEM 161.867188 1608257098.4698
MEM 161.867188 1608257098.4885
MEM 161.867188 1608257098.5074
MEM 161.867188 1608257098.5261
MEM 161.867188 1608257098.5453
MEM 161.867188 1608257098.5641
MEM 161.867188 1608257098.5823
MEM 161.867188 1608257098.5987
MEM 167.949219 1608257098.6168
MEM 167.949219 1608257098.6349
MEM 167.949219 1608257098.6524
MEM 167.949219 1608257098.6702
MEM 167.949219 1608257098.6866
MEM 167.949219 1608257098.7047
MEM 167.949219 1608257098.7232
MEM 167.949219 1608257098.7413
MEM 167.949219 1608257098.7594
MEM 167.949219 1608257098.7789
MEM 167.949219 1608257098.7971
MEM 167.949219 1608257098.8153
MEM 167.949219 1608257098.8328
MEM 167.949219 1608257098.8505
MEM 167.949219 1608257098.8669
MEM 119.421875 1608257098.8858
