CMDLINE python aliengo_stepping_stones.py
MEM 0.679688 1608257277.1747
MEM 9.269531 1608257277.1937
MEM 17.824219 1608257277.2107
MEM 19.808594 1608257277.2278
MEM 23.066406 1608257277.2448
MEM 28.855469 1608257277.2618
MEM 52.789062 1608257277.2778
MEM 113.050781 1608257277.2984
MEM 138.093750 1608257277.3172
MEM 140.210938 1608257277.3364
MEM 152.183594 1608257277.3555
MEM 143.476562 1608257277.3747
MEM 143.476562 1608257277.3925
MEM 143.476562 1608257277.4112
MEM 143.476562 1608257277.4296
MEM 143.476562 1608257277.4482
MEM 143.476562 1608257277.4663
MEM 143.476562 1608257277.4846
MEM 143.476562 1608257277.5031
MEM 143.476562 1608257277.5200
MEM 143.476562 1608257277.5350
MEM 143.476562 1608257277.5496
MEM 143.476562 1608257277.5640
MEM 143.476562 1608257277.5785
MEM 143.476562 1608257277.5929
MEM 143.476562 1608257277.6074
MEM 143.476562 1608257277.6217
MEM 143.476562 1608257277.6361
MEM 143.476562 1608257277.6504
MEM 143.476562 1608257277.6647
