CMDLINE python aliengo_stepping_stones.py
MEM 1.535156 1608252638.8748
MEM 84.632812 1608252638.9809
MEM 155.242188 1608252639.0901
MEM 163.750000 1608252639.1994
MEM 172.257812 1608252639.3086
MEM 179.992188 1608252639.4175
MEM 191.593750 1608252639.5267
MEM 197.007812 1608252639.6360
MEM 204.742188 1608252639.7454
MEM 212.476562 1608252639.8546
MEM 231.039062 1608252639.9639
MEM 231.039062 1608252640.0733
MEM 238.773438 1608252640.1825
MEM 246.250000 1608252640.2918
MEM 254.242188 1608252640.4008
MEM 262.750000 1608252640.5099
MEM 271.257812 1608252640.6192
MEM 278.992188 1608252640.7284
MEM 290.593750 1608252640.8375
MEM 296.265625 1608252640.9465
MEM 303.742188 1608252641.0558
MEM 311.476562 1608252641.1652
MEM 330.039062 1608252641.2746
MEM 330.039062 1608252641.3843
MEM 337.601562 1608252641.4937
MEM 345.078125 1608252641.6022
MEM 350.234375 1608252641.7127
MEM 350.660156 1608252641.8221
MEM 350.660156 1608252641.9315
MEM 350.660156 1608252642.0409
MEM 350.660156 1608252642.1505
MEM 350.660156 1608252642.2598
MEM 350.660156 1608252642.3694
MEM 350.660156 1608252642.4786
MEM 350.660156 1608252642.5879
MEM 350.660156 1608252642.6972
MEM 350.660156 1608252642.8062
MEM 350.660156 1608252642.9154
MEM 350.660156 1608252643.0253
MEM 350.660156 1608252643.1346
MEM 350.660156 1608252643.2439
MEM 350.660156 1608252643.3534
MEM 350.660156 1608252643.4621
MEM 350.660156 1608252643.5706
MEM 350.660156 1608252643.6782
MEM 350.660156 1608252643.7874
MEM 350.660156 1608252643.8970
MEM 350.660156 1608252644.0060
MEM 350.660156 1608252644.1160
MEM 355.890625 1608252644.2249
MEM 363.625000 1608252644.3339
MEM 370.843750 1608252644.4429
MEM 371.875000 1608252644.5522
MEM 372.437500 1608252644.6616
MEM 372.437500 1608252644.7709
MEM 372.437500 1608252644.8800
MEM 372.437500 1608252644.9887
MEM 372.437500 1608252645.0973
MEM 372.437500 1608252645.2060
MEM 372.437500 1608252645.3152
MEM 372.437500 1608252645.4243
MEM 372.437500 1608252645.5342
MEM 373.984375 1608252645.6431
MEM 374.242188 1608252645.7517
MEM 374.242188 1608252645.8612
MEM 374.242188 1608252645.9701
MEM 374.242188 1608252646.0795
MEM 374.242188 1608252646.1889
MEM 374.242188 1608252646.2980
MEM 374.242188 1608252646.4066
MEM 374.242188 1608252646.5154
MEM 374.242188 1608252646.6256
MEM 374.242188 1608252646.7346
MEM 375.531250 1608252646.8440
MEM 379.273438 1608252646.9527
MEM 387.007812 1608252647.0614
MEM 391.390625 1608252647.1696
MEM 391.062500 1608252647.2796
