CMDLINE python aliengo_stepping_stones.py
MEM 1.906250 1608256179.8074
MEM 11.593750 1608256179.8283
MEM 18.234375 1608256179.8453
MEM 21.039062 1608256179.8622
MEM 25.156250 1608256179.8792
MEM 29.914062 1608256179.8962
MEM 75.093750 1608256179.9122
MEM 118.527344 1608256179.9278
MEM 139.238281 1608256179.9433
MEM 143.789062 1608256179.9608
MEM 153.070312 1608256179.9790
MEM 153.496094 1608256179.9963
MEM 154.539062 1608256180.0146
MEM 155.828125 1608256180.0328
MEM 157.375000 1608256180.0511
MEM 158.664062 1608256180.0690
MEM 159.953125 1608256180.0867
MEM 161.757812 1608256180.1042
MEM 163.046875 1608256180.1215
MEM 164.335938 1608256180.1398
MEM 165.625000 1608256180.1579
MEM 167.171875 1608256180.1753
MEM 168.460938 1608256180.1935
MEM 169.750000 1608256180.2124
MEM 171.812500 1608256180.2292
MEM 164.867188 1608256180.2479
MEM 164.867188 1608256180.2668
MEM 164.867188 1608256180.2863
MEM 164.867188 1608256180.3059
MEM 164.867188 1608256180.3240
MEM 164.867188 1608256180.3420
MEM 164.867188 1608256180.3597
MEM 164.867188 1608256180.3743
MEM 164.867188 1608256180.3925
MEM 164.867188 1608256180.4105
MEM 164.867188 1608256180.4287
MEM 164.867188 1608256180.4470
MEM 164.867188 1608256180.4644
MEM 164.867188 1608256180.4833
MEM 164.867188 1608256180.5013
MEM 164.867188 1608256180.5201
MEM 164.867188 1608256180.5404
MEM 164.867188 1608256180.5606
MEM 164.867188 1608256180.5808
MEM 164.867188 1608256180.5999
MEM 164.867188 1608256180.6187
MEM 164.867188 1608256180.6367
MEM 164.867188 1608256180.6547
MEM 164.867188 1608256180.6733
MEM 164.867188 1608256180.6915
MEM 164.867188 1608256180.7098
MEM 164.867188 1608256180.7291
MEM 165.164062 1608256180.7476
MEM 166.710938 1608256180.7659
MEM 169.031250 1608256180.7861
MEM 169.031250 1608256180.8057
MEM 169.031250 1608256180.8245
MEM 169.031250 1608256180.8428
MEM 169.031250 1608256180.8612
MEM 169.031250 1608256180.8794
MEM 169.031250 1608256180.8979
MEM 169.031250 1608256180.9166
MEM 169.031250 1608256180.9348
MEM 176.250000 1608256180.9526
MEM 176.250000 1608256180.9709
MEM 176.250000 1608256180.9888
MEM 176.250000 1608256181.0064
MEM 176.765625 1608256181.0230
MEM 179.859375 1608256181.0423
MEM 179.859375 1608256181.0612
MEM 179.859375 1608256181.0778
MEM 179.859375 1608256181.0943
MEM 179.859375 1608256181.1122
MEM 179.859375 1608256181.1304
MEM 179.859375 1608256181.1483
MEM 179.859375 1608256181.1658
MEM 179.859375 1608256181.1822
MEM 179.859375 1608256181.2004
MEM 181.148438 1608256181.2187
MEM 182.437500 1608256181.2366
MEM 183.726562 1608256181.2541
MEM 185.015625 1608256181.2707
MEM 186.046875 1608256181.2889
MEM 189.140625 1608256181.3073
MEM 189.140625 1608256181.3269
MEM 189.140625 1608256181.3465
MEM 189.140625 1608256181.3648
MEM 189.140625 1608256181.3830
MEM 189.140625 1608256181.4008
MEM 189.140625 1608256181.4190
MEM 189.140625 1608256181.4366
MEM 189.140625 1608256181.4542
MEM 189.656250 1608256181.4712
MEM 190.945312 1608256181.4898
MEM 192.234375 1608256181.5082
MEM 193.523438 1608256181.5260
MEM 194.812500 1608256181.5434
MEM 198.421875 1608256181.5577
MEM 198.421875 1608256181.5763
MEM 198.421875 1608256181.5961
MEM 198.421875 1608256181.6144
MEM 198.421875 1608256181.6323
MEM 198.421875 1608256181.6475
MEM 198.421875 1608256181.6657
MEM 198.421875 1608256181.6839
MEM 198.421875 1608256181.7023
MEM 198.421875 1608256181.7202
MEM 199.195312 1608256181.7352
MEM 200.226562 1608256181.7541
MEM 201.515625 1608256181.7744
MEM 203.578125 1608256181.7940
MEM 215.695312 1608256181.8129
MEM 215.695312 1608256181.8313
MEM 215.695312 1608256181.8499
MEM 215.695312 1608256181.8682
MEM 215.695312 1608256181.8864
MEM 215.695312 1608256181.9045
MEM 215.695312 1608256181.9226
MEM 215.695312 1608256181.9403
MEM 215.695312 1608256181.9547
MEM 215.695312 1608256181.9734
MEM 215.695312 1608256181.9921
MEM 215.695312 1608256182.0101
MEM 215.695312 1608256182.0266
MEM 215.695312 1608256182.0449
MEM 215.953125 1608256182.0649
MEM 216.984375 1608256182.0846
MEM 220.078125 1608256182.1002
MEM 220.078125 1608256182.1191
MEM 220.078125 1608256182.1380
MEM 220.078125 1608256182.1569
MEM 220.078125 1608256182.1756
MEM 220.078125 1608256182.1941
MEM 220.078125 1608256182.2144
MEM 220.078125 1608256182.2342
MEM 220.078125 1608256182.2537
MEM 220.593750 1608256182.2713
MEM 221.625000 1608256182.2890
MEM 222.914062 1608256182.3073
MEM 224.203125 1608256182.3250
MEM 225.492188 1608256182.3432
MEM 226.523438 1608256182.3625
MEM 229.359375 1608256182.3817
MEM 229.359375 1608256182.4004
MEM 229.359375 1608256182.4186
MEM 229.359375 1608256182.4363
MEM 229.359375 1608256182.4510
MEM 229.359375 1608256182.4693
MEM 229.359375 1608256182.4881
MEM 229.359375 1608256182.5062
MEM 229.359375 1608256182.5229
MEM 230.132812 1608256182.5411
MEM 231.421875 1608256182.5596
MEM 232.710938 1608256182.5784
MEM 234.000000 1608256182.5970
MEM 235.289062 1608256182.6154
MEM 212.636719 1608256182.6335
MEM 212.636719 1608256182.6520
MEM 212.636719 1608256182.6702
MEM 193.750000 1608256182.6884
