CMDLINE python aliengo_stepping_stones.py
MEM 1.605469 1608253836.5538
MEM 9.218750 1608253836.5710
MEM 17.308594 1608253836.5878
MEM 19.296875 1608253836.6046
MEM 22.558594 1608253836.6214
MEM 28.292969 1608253836.6384
MEM 51.800781 1608253836.6547
MEM 108.597656 1608253836.6782
MEM 136.394531 1608253836.6978
MEM 143.468750 1608253836.7169
MEM 150.109375 1608253836.7359
MEM 142.886719 1608253836.7546
MEM 142.886719 1608253836.7735
MEM 142.886719 1608253836.7923
MEM 142.886719 1608253836.8112
MEM 142.886719 1608253836.8293
MEM 142.886719 1608253836.8478
MEM 142.886719 1608253836.8627
MEM 142.886719 1608253836.8811
MEM 142.886719 1608253836.8995
MEM 142.886719 1608253836.9176
MEM 142.886719 1608253836.9360
MEM 142.886719 1608253836.9544
MEM 142.886719 1608253836.9725
MEM 143.308594 1608253836.9909
MEM 144.597656 1608253837.0089
MEM 145.886719 1608253837.0270
MEM 147.175781 1608253837.0452
MEM 148.464844 1608253837.0636
MEM 149.753906 1608253837.0812
MEM 150.785156 1608253837.0996
MEM 152.074219 1608253837.1178
MEM 153.363281 1608253837.1362
MEM 154.652344 1608253837.1543
MEM 155.941406 1608253837.1725
MEM 162.644531 1608253837.1915
MEM 162.644531 1608253837.2101
MEM 162.644531 1608253837.2285
MEM 162.902344 1608253837.2469
MEM 164.191406 1608253837.2647
MEM 165.480469 1608253837.2804
MEM 166.511719 1608253837.2979
MEM 167.800781 1608253837.3162
MEM 169.089844 1608253837.3346
MEM 170.378906 1608253837.3528
MEM 171.667969 1608253837.3712
MEM 172.957031 1608253837.3892
MEM 174.246094 1608253837.4069
MEM 175.535156 1608253837.4217
MEM 176.566406 1608253837.4402
MEM 177.855469 1608253837.4585
MEM 179.144531 1608253837.4767
MEM 180.433594 1608253837.4953
MEM 181.722656 1608253837.5137
MEM 183.011719 1608253837.5322
MEM 184.300781 1608253837.5507
MEM 185.589844 1608253837.5687
MEM 186.621094 1608253837.5873
MEM 187.910156 1608253837.6057
MEM 189.199219 1608253837.6245
MEM 202.089844 1608253837.6431
MEM 202.089844 1608253837.6615
MEM 202.089844 1608253837.6801
MEM 202.089844 1608253837.6983
MEM 202.089844 1608253837.7161
MEM 202.089844 1608253837.7336
MEM 202.089844 1608253837.7511
MEM 203.121094 1608253837.7695
MEM 204.410156 1608253837.7865
MEM 205.441406 1608253837.8031
MEM 206.730469 1608253837.8212
MEM 208.019531 1608253837.8393
MEM 209.308594 1608253837.8569
MEM 210.597656 1608253837.8748
MEM 211.628906 1608253837.8893
MEM 212.660156 1608253837.9069
MEM 213.949219 1608253837.9249
MEM 215.238281 1608253837.9430
MEM 216.527344 1608253837.9609
MEM 217.816406 1608253837.9787
MEM 219.105469 1608253837.9929
MEM 219.878906 1608253838.0110
MEM 221.167969 1608253838.0287
MEM 222.457031 1608253838.0462
MEM 223.746094 1608253838.0627
MEM 225.035156 1608253838.0807
MEM 226.839844 1608253838.0988
MEM 227.871094 1608253838.1163
MEM 229.160156 1608253838.1343
MEM 230.449219 1608253838.1506
MEM 232.253906 1608253838.1687
MEM 233.542969 1608253838.1868
MEM 234.832031 1608253838.2044
MEM 235.863281 1608253838.2221
MEM 237.152344 1608253838.2384
MEM 238.441406 1608253838.2566
MEM 242.050781 1608253838.2747
MEM 242.050781 1608253838.2927
MEM 243.339844 1608253838.3106
MEM 244.628906 1608253838.3270
MEM 245.660156 1608253838.3452
MEM 246.949219 1608253838.3632
MEM 248.238281 1608253838.3808
MEM 249.527344 1608253838.3989
MEM 250.816406 1608253838.4133
MEM 251.847656 1608253838.4316
MEM 253.136719 1608253838.4494
MEM 254.425781 1608253838.4669
MEM 261.644531 1608253838.4811
MEM 261.644531 1608253838.4992
MEM 261.644531 1608253838.5170
MEM 261.644531 1608253838.5350
MEM 262.417969 1608253838.5492
MEM 263.449219 1608253838.5674
MEM 264.738281 1608253838.5847
MEM 266.027344 1608253838.6022
MEM 267.316406 1608253838.6185
MEM 268.605469 1608253838.6366
MEM 269.636719 1608253838.6546
MEM 270.925781 1608253838.6711
MEM 272.214844 1608253838.6892
MEM 273.503906 1608253838.7074
MEM 274.792969 1608253838.7252
MEM 276.082031 1608253838.7428
MEM 277.371094 1608253838.7573
MEM 278.402344 1608253838.7762
MEM 279.691406 1608253838.7946
MEM 280.980469 1608253838.8124
MEM 282.269531 1608253838.8302
MEM 283.558594 1608253838.8466
MEM 284.847656 1608253838.8646
MEM 285.878906 1608253838.8826
MEM 287.425781 1608253838.9006
MEM 290.003906 1608253838.9184
MEM 301.089844 1608253838.9349
MEM 301.347656 1608253838.9530
MEM 301.347656 1608253838.9710
MEM 301.347656 1608253838.9890
MEM 301.347656 1608253839.0070
MEM 301.347656 1608253839.0249
MEM 301.347656 1608253839.0395
MEM 302.121094 1608253839.0559
MEM 303.152344 1608253839.0739
MEM 304.605469 1608253839.0903
MEM 305.632812 1608253839.1083
MEM 306.921875 1608253839.1262
MEM 308.210938 1608253839.1426
MEM 309.500000 1608253839.1606
MEM 310.789062 1608253839.1787
MEM 312.078125 1608253839.1961
MEM 313.109375 1608253839.2104
MEM 314.140625 1608253839.2285
MEM 315.429688 1608253839.2464
MEM 316.718750 1608253839.2645
MEM 318.007812 1608253839.2824
MEM 319.296875 1608253839.2988
MEM 320.585938 1608253839.3173
MEM 321.359375 1608253839.3355
MEM 321.359375 1608253839.3533
MEM 321.359375 1608253839.3707
MEM 321.359375 1608253839.3871
MEM 321.359375 1608253839.4052
MEM 321.359375 1608253839.4233
MEM 322.679688 1608253839.4405
MEM 327.578125 1608253839.4551
MEM 327.578125 1608253839.4732
MEM 327.578125 1608253839.4912
MEM 327.578125 1608253839.5082
MEM 327.578125 1608253839.5228
MEM 327.578125 1608253839.5408
MEM 327.578125 1608253839.5589
MEM 327.578125 1608253839.5767
MEM 327.578125 1608253839.5944
MEM 327.578125 1608253839.6107
MEM 327.578125 1608253839.6288
MEM 327.578125 1608253839.6469
MEM 327.578125 1608253839.6644
MEM 327.578125 1608253839.6824
MEM 327.578125 1608253839.6988
MEM 327.578125 1608253839.7168
MEM 327.578125 1608253839.7349
MEM 327.578125 1608253839.7525
MEM 327.578125 1608253839.7717
MEM 327.578125 1608253839.7899
MEM 327.578125 1608253839.8082
MEM 327.578125 1608253839.8263
MEM 327.578125 1608253839.8440
MEM 327.578125 1608253839.8585
MEM 327.578125 1608253839.8765
MEM 327.578125 1608253839.8946
MEM 327.578125 1608253839.9123
MEM 327.578125 1608253839.9270
MEM 327.578125 1608253839.9451
MEM 327.578125 1608253839.9631
MEM 327.578125 1608253839.9804
MEM 327.578125 1608253839.9949
MEM 327.578125 1608253840.0129
MEM 327.578125 1608253840.0310
MEM 327.578125 1608253840.0488
MEM 327.578125 1608253840.0664
MEM 327.578125 1608253840.0828
MEM 327.578125 1608253840.1008
MEM 327.578125 1608253840.1189
MEM 327.578125 1608253840.1366
MEM 327.578125 1608253840.1545
MEM 327.578125 1608253840.1710
MEM 327.578125 1608253840.1891
MEM 327.578125 1608253840.2074
MEM 327.578125 1608253840.2255
MEM 327.578125 1608253840.2436
MEM 327.578125 1608253840.2610
MEM 327.578125 1608253840.2786
MEM 327.578125 1608253840.2949
MEM 327.578125 1608253840.3130
MEM 327.578125 1608253840.3310
MEM 327.578125 1608253840.3486
MEM 327.578125 1608253840.3666
MEM 327.578125 1608253840.3830
MEM 327.578125 1608253840.4011
MEM 327.578125 1608253840.4191
MEM 327.578125 1608253840.4366
MEM 327.578125 1608253840.4513
MEM 327.578125 1608253840.4693
MEM 327.578125 1608253840.4875
MEM 327.578125 1608253840.5051
MEM 327.578125 1608253840.5226
MEM 327.578125 1608253840.5390
MEM 327.578125 1608253840.5570
MEM 327.578125 1608253840.5751
MEM 327.578125 1608253840.5930
MEM 327.578125 1608253840.6108
MEM 327.578125 1608253840.6251
MEM 327.578125 1608253840.6433
MEM 327.578125 1608253840.6613
MEM 327.578125 1608253840.6793
MEM 327.578125 1608253840.6937
MEM 327.578125 1608253840.7117
MEM 327.578125 1608253840.7292
MEM 327.578125 1608253840.7456
MEM 327.578125 1608253840.7636
MEM 327.578125 1608253840.7817
MEM 327.578125 1608253840.7999
MEM 327.578125 1608253840.8175
MEM 327.578125 1608253840.8339
MEM 327.578125 1608253840.8521
MEM 327.578125 1608253840.8697
MEM 327.578125 1608253840.8861
MEM 327.578125 1608253840.9025
MEM 327.578125 1608253840.9204
MEM 327.578125 1608253840.9381
MEM 327.578125 1608253840.9546
MEM 327.578125 1608253840.9727
MEM 327.578125 1608253840.9909
MEM 327.578125 1608253841.0089
MEM 327.578125 1608253841.0270
MEM 327.578125 1608253841.0413
MEM 327.578125 1608253841.0606
MEM 327.578125 1608253841.0800
MEM 327.578125 1608253841.0994
MEM 327.578125 1608253841.1180
MEM 327.578125 1608253841.1373
MEM 327.578125 1608253841.1554
MEM 327.578125 1608253841.1728
MEM 327.578125 1608253841.1904
MEM 327.578125 1608253841.2067
MEM 327.578125 1608253841.2248
MEM 327.578125 1608253841.2428
MEM 327.578125 1608253841.2603
MEM 327.578125 1608253841.2781
MEM 327.578125 1608253841.2946
MEM 327.578125 1608253841.3124
MEM 327.578125 1608253841.3288
MEM 327.578125 1608253841.3463
MEM 327.578125 1608253841.3627
MEM 327.578125 1608253841.3807
MEM 327.578125 1608253841.3988
MEM 327.578125 1608253841.4161
MEM 327.578125 1608253841.4307
MEM 327.578125 1608253841.4487
MEM 327.578125 1608253841.4667
MEM 327.578125 1608253841.4847
MEM 327.578125 1608253841.5026
MEM 327.578125 1608253841.5190
MEM 327.578125 1608253841.5371
MEM 327.578125 1608253841.5551
MEM 327.578125 1608253841.5726
MEM 327.578125 1608253841.5903
MEM 327.578125 1608253841.6068
MEM 327.578125 1608253841.6249
MEM 327.578125 1608253841.6429
MEM 327.578125 1608253841.6606
